,Timestamp,Rainfall,Water level,Inc30mup,Inc30mdown ,Inc20mup ,Inc20mdown,Inc10mup,Inc10mdown,1stTensiometer,2ndTensiometer,3rdTensiometer ,4thTensiometer,5thTensiometer
130,06-12-2022 11:00,0,803.23212,-12.039355,-6.9720625,-15.959339,-11.001977,-16.517125,-8.41845,-48.065152,-49.858864,181.63206,-3.2346385,-47.923152
131,06-12-2022 12:00,0,620.91028,-0.0121425,-2.4872155,-9.78272,-1.115346,-11.144337,-2.760565,-47.949052,-49.84684,181.61236,-3.243103,-47.821782
132,06-12-2022 13:00,0,721.80476,-4.364089,-5.1475035,-15.757057,-4.536587,-16.001303,-1.7581225,-47.931038,-49.84451,181.61078,-3.2389835,-47.803684
133,06-12-2022 14:00,0,583.56472,-3.685767,0.587169,-14.119344,5.5369915,-12.680937,-2.34373,-48.007106,-49.853446,181.60024,-3.2576295,-47.880758
134,06-12-2022 15:00,0,-85.521113,28.26012,35.332468,20.680351,32.737847,29.375485,32.767069,-48.15079,-49.86754,181.63045,-3.232998,-48.015236
135,06-12-2022 16:00,0,-404.88654,32.7703,39.011446,22.166197,35.60278,30.918025,28.027429,-48.29071,-49.880832,181.65445,-3.208954,-48.140126
136,06-12-2022 17:00,0,-149.88323,19.026207,30.600406,19.582828,35.866964,28.223979,20.821824,-48.397692,-49.890962,181.67614,-3.189459,-48.238512
137,06-12-2022 18:00,0,-106.353464,25.913487,36.968973,20.763018,36.491,19.000927,28.522376,-48.469808,-49.898584,181.6759,-3.1941835,-48.30377
138,06-12-2022 19:00,0,-125.039368,26.680799,33.517116,22.123565,38.03436,29.741005,26.390216,-48.526836,-49.902542,181.69215,-3.1754915,-48.356926
139,06-12-2022 20:00,0,-145.94931,24.53866,30.049805,15.645169,31.01843,23.07075,24.939014,-48.570402,-49.90654,181.69689,-3.1712685,-48.395622
140,06-12-2022 21:00,0,-178.51647,22.672207,33.237263,21.124995,38.887006,20.519062,26.356695,-48.629154,-49.910884,181.70736,-3.161406,-48.453034
141,06-12-2022 22:00,0,155.61934,24.219002,28.912441,16.074468,29.431673,24.511895,18.867187,-48.740936,-49.920116,181.73354,-3.134291,-48.551182
142,06-12-2022 23:00,0,-18.144944,24.569508,31.091423,21.115442,28.064239,25.718916,25.960677,-48.814746,-49.926058,181.74536,-3.129692,-48.615396
143,07-12-2022 00:00,0,-101.589932,20.799389,24.971282,11.963078,31.391968,22.142464,25.538965,-48.861912,-49.929028,181.76042,-3.1189995,-48.659974
144,07-12-2022 01:00,0,-96.393068,30.888594,33.428069,22.324359,33.965396,18.364819,27.445771,-48.897302,-49.931902,181.76423,-3.1156465,-48.690782
145,07-12-2022 02:00,0,-170.68674,29.171379,34.101946,22.480702,38.519924,22.117783,19.131806,-48.91983,-49.933494,181.77284,-3.112385,-48.711942
146,07-12-2022 03:00,0,-115.305154,27.481259,32.526426,15.940665,30.391637,20.435986,25.121165,-48.951618,-49.936046,181.78535,-3.0987435,-48.739098
147,07-12-2022 04:00,0,-130.721474,23.317652,26.838289,14.347952,34.105475,16.928579,20.408314,-48.97136,-49.937618,181.78776,-3.1070445,-48.762346
